Date,Open,High,Low,Close,Volume,Ticker,Return
2015-01-05,24.006992134117137,24.0868012739077,23.36852070716593,23.55474090576172,257142000,AAPL,-0.02817172182101868
2015-01-06,23.61902490451117,23.81633030688087,23.19559310729505,23.55695152282715,263188400,AAPL,9.385019662389027e-05
2015-01-07,23.765340814442027,23.987032432828137,23.654495005248968,23.887271881103516,160423600,AAPL,0.014022203083292828
2015-01-08,24.215381460812253,24.862720720656704,24.097883456887466,24.80508041381836,237458000,AAPL,0.03842249283564669
2015-01-09,24.978007407711743,25.106589020102,24.432645941895565,24.83169174194336,214798000,AAPL,0.0010728176519103627
2015-01-12,24.962484968593877,24.969135448943987,24.120057527235872,24.219818115234375,198603200,AAPL,-0.02464083531109018
2015-01-13,24.70310506385616,25.006823287798543,24.14444274972402,24.434858322143555,268367600,AAPL,0.008878687935889973
2015-01-14,24.17325545011891,24.494707635898926,24.05354176739019,24.34174156188965,195826400,AAPL,-0.0038108164584494952
2015-01-15,24.386086218443666,24.39938717877788,23.645636776033786,23.681106567382812,240056000,AAPL,-0.027140005279702395
2015-01-16,23.727664233749223,23.849595354822647,23.321967985130645,23.49710464477539,314053200,AAPL,-0.007769988369583092
2015-01-20,23.907231848461198,24.157744549135312,23.610165785646576,24.10232162475586,199599600,AAPL,0.02575708748503369
2015-01-21,24.15330339614755,24.621072889818013,24.00255301394987,24.286319732666016,194303600,AAPL,0.007634040851947077
2015-01-22,24.443727926229556,24.93366639250422,24.324014202274096,24.918148040771484,215185600,AAPL,0.026015811166960612
2015-01-23,24.895979611641817,25.217431913328245,24.725276048443966,25.046730041503906,185859200,AAPL,0.005160174846141619
2015-01-26,25.215214390675268,25.352663858509775,25.006825335319498,25.073331832885742,222460000,AAPL,0.0010620864016084308
2015-01-27,24.92258118818741,24.935883840684372,24.171046439988512,24.195432662963867,382274800,AAPL,-0.035013263325875066
2015-01-28,26.077597214719916,26.186227378641483,25.56327247619629,25.56327247619629,585908400,AAPL,0.05653297596641793
2015-01-29,25.78717547085102,26.423431184589887,25.61868932490351,26.359140396118164,337745600,AAPL,0.031133256536813203
2015-01-30,26.248297347546913,26.603003725613746,25.9046745395417,25.973400115966797,334982000,AAPL,-0.01463402350587173
2015-02-02,26.170707885520308,26.419001526243655,25.733974932124823,26.299287796020508,250956400,AAPL,0.012546978008219023
2015-02-03,26.270466381055748,26.401263671853233,26.073160903883434,26.303720474243164,207662800,AAPL,0.00016854746246508512
2015-02-04,26.27046806393836,26.716068881898618,26.228346097111075,26.505460739135742,280598800,AAPL,0.00766964753484678
2015-02-05,26.712447061096544,26.7591875492115,26.541071497520225,26.694643020629883,168984800,AAPL,0.007137483228684571
2015-02-06,26.712449287316844,26.763640365302567,26.363019705562916,26.469852447509766,174826400,AAPL,-0.00842081210624901
2015-02-09,26.385271236110356,26.672380657208517,26.358562632684485,26.645673751831055,155559200,AAPL,0.006642322796092115
2015-02-10,26.74582961803202,27.1865122612424,26.743605174485186,27.157577514648438,248034000,AAPL,0.019211515069391227
2015-02-11,27.324508802767575,27.80302747366598,27.26441655016587,27.794124603271484,294247200,AAPL,0.023439023170593876
2015-02-12,28.056745951498062,28.372791824140226,27.947688789457672,28.14577293395996,297898000,AAPL,0.012651894445601108
2015-02-13,28.328278436550338,28.328278436550338,27.96549546602483,28.28376579284668,217088800,AAPL,0.004902791591849365
2015-02-17,28.37501768994175,28.684386851565183,28.248154785440164,28.45069122314453,252609600,AAPL,0.005901810654225903
2015-02-18,28.406178497331744,28.662130462538304,28.36611643583812,28.64877700805664,179566800,AAPL,0.0069624243347370385
2015-02-19,28.595360809509188,28.71777314010031,28.561977172119512,28.58868408203125,149449600,AAPL,-0.0020975738688073786
2015-02-20,28.626527912253117,28.8223876953125,28.499666659024808,28.8223876953125,195793600,AAPL,0.008174689419445436
2015-02-23,28.938120205915986,29.601367950439453,28.85799606659719,29.601367950439453,283896400,AAPL,0.02702691613761199
2015-02-24,29.588010876682656,29.734905680161766,29.194066956842338,29.41663360595703,276912400,AAPL,-0.006240736738643893
2015-02-25,29.280860933730825,29.289765499417644,28.521908023525217,28.664350509643555,298846800,AAPL,-0.025573391788825783
2015-02-26,28.664354967712665,29.12729396862077,28.179161341319833,29.02713966369629,365150000,AAPL,0.01265645819990513
2015-02-27,28.93365527325596,29.060519853426552,28.541939316766616,28.590904235839844,248059200,AAPL,-0.015028536497588063
2015-03-02,28.76673253365645,28.995975855853946,28.555294946670976,28.731121063232422,192386800,AAPL,0.004904245988023304
2015-03-03,28.702194416757287,28.8268311875612,28.508559137168003,28.79121971130371,151265200,AAPL,0.0020917613322160022
2015-03-04,28.733349484334305,28.835728218754888,28.55974780762392,28.60870933532715,126665200,AAPL,-0.006339098440657831
2015-03-05,28.617610709042626,28.655446619377418,27.98997303353431,28.134641647338867,226068400,AAPL,-0.016570747125697283
2015-03-06,28.57754831021603,28.7934381705221,28.101257649630615,28.176929473876953,291368400,AAPL,0.0015030518983734087
2015-03-09,28.479621776355522,28.83795583428651,27.834178300278573,28.297117233276367,354114000,AAPL,0.004265466878172086
2015-03-10,28.13464793933434,28.31492636258057,27.553748911042486,27.71177101135254,275426400,AAPL,-0.020685719223563992
2015-03-11,27.765183710100228,27.769634295016655,27.177608014323546,27.206541061401367,275756000,AAPL,-0.01823160092309495
2015-03-12,27.22212518990764,27.798573670384616,27.07077980681414,27.69841766357422,193450800,AAPL,0.0180793508834054
2015-03-13,27.687285794905343,27.909852398243732,27.282214644751413,27.50700569152832,207309200,AAPL,-0.006910574256291269
2015-03-16,27.571550001661393,27.809696197509766,27.346758956585212,27.809696197509766,143497200,AAPL,0.011004124162982576
2015-03-17,28.021132709844032,28.3371768453286,27.96549106494682,28.274858474731445,204092400,AAPL,0.016726622035638572
2015-03-18,28.265960723494878,28.746705437477463,28.12574436427423,28.5931339263916,261083600,AAPL,0.011256482572480131
2015-03-19,28.655445528965373,28.766728812573003,28.354981002834393,28.37723731994629,183238000,AAPL,-0.007550645095465991
2015-03-20,28.544166501534818,28.577550133156368,27.856436521356393,28.021135330200195,274780400,AAPL,-0.012548860402833872
2015-03-23,28.292668184343317,28.455140859366967,28.15912685938606,28.312698364257812,150838800,AAPL,0.010405111378316567
2015-03-24,28.31714660569711,28.497423293342283,28.168025707185222,28.19696044921875,131369200,AAPL,-0.004087844738429158
2015-03-25,28.16357737452431,28.225895749966426,27.46026611328125,27.46026611328125,206620800,AAPL,-0.026126728704118585
2015-03-26,27.32227287996862,27.794112926303246,27.286661413351865,27.651670455932617,190291600,AAPL,0.00697022897963806
2015-03-27,27.725119459155888,27.754052503943598,27.35565981059288,27.431331634521484,158184800,AAPL,-0.00796837289675778
2015-03-30,27.60938751260654,28.13241868495542,27.598258503345505,28.125741958618164,188398800,AAPL,0.025314495604828124
2015-03-31,28.06342370286021,28.152450688573246,27.67838440937046,27.6939640045166,168362400,AAPL,-0.015351700045347916
2015-04-01,27.78076687320234,27.847537541865293,27.39795199537184,27.65390396118164,162485600,AAPL,-0.0014465261574120314
2015-04-02,27.82750526345867,27.94546530476479,27.64055011075808,27.89204978942871,128880400,AAPL,0.008611653117091889
2015-04-06,27.70286560032175,28.379468283392196,27.671706411460807,28.343856811523438,148776000,AAPL,0.016198415874976835
2015-04-07,28.4084029400596,28.515233965620876,28.038943237758097,28.04561996459961,140049200,AAPL,-0.010522098277132796
2015-04-08,28.010010249212492,28.132422575820524,27.814152224688282,27.954368591308594,149316800,AAPL,-0.0032536764530859408
2015-04-09,28.010011488182474,28.172485883590006,27.74515833951772,28.168033599853516,129936000,AAPL,0.007643349476738059
2015-04-10,28.032263697492386,28.312698100017467,27.878693892102373,28.28821563720703,160752000,AAPL,0.004266610834848583
2015-04-13,28.5708711064243,28.615387139797868,28.17915514385127,28.23257064819336,145460400,AAPL,-0.001967073134881092
2015-04-14,28.265958678402846,28.330503197261073,28.023361895360114,28.11016273498535,102098400,AAPL,-0.004335698464491111
2015-04-15,28.134648580062343,28.294895127681393,28.045621588241563,28.216997146606445,115881600,AAPL,0.0038005618333945
2015-04-16,28.105714536739242,28.288219110430457,28.067878616131612,28.08123207092285,113476000,AAPL,-0.004811464344636085
2015-04-17,27.943232609693965,28.074546066546283,27.700634173509282,27.765178680419922,207828000,AAPL,-0.011254968788573683
2015-04-20,27.947688056895437,28.515231871372787,27.858661076767103,28.399497985839844,188217200,AAPL,0.022845857133534153
2015-04-21,28.510782606071622,28.533037228247775,28.192510604471984,28.245927810668945,129740400,AAPL,-0.005407496120088839
2015-04-22,28.263735261694702,28.682159905817624,28.114616030326534,28.62651824951172,150618000,AAPL,0.01347417020229802
2015-04-23,28.555300927111567,29.02714112271059,28.519689449229297,28.86021614074707,183083600,AAPL,0.008163685475069515
